타율,타율_1,타율_2,타율_3,타율_4,타율_5,타율_6,타율_7,타율_8,타율_9,타율_10,타율_11,타율_12,타율_13,타율_14,타율_15,타율_16,타율_17,타율_18,타율_19,타율_20,타율_21,타율_22,타율_23,타율_24,타율_25
전체,0.667,0.1,0.174,0.3,0.0,0.3,0.222,0.232,0.231,0.2,0.188,0.425,0.31,0.195,0.167,0.231,0.278,0.358,0.302,0.143,0.105,0.0,0.13,0.185,0.25
커브,,,1.0,,,,0.333,0.6,,,,0.6,0.5,,,1.0,1.0,0.0,,,0.0,0.0,,,
슬라이더,1.0,0.0,0.0,,,,0.182,0.0,0.0,,0.143,0.375,0.429,0.0,,0.133,0.368,0.4,0.286,,0.125,0.0,0.0,0.0,
체인지업,,,0.5,,0.0,0.0,0.5,0.2,0.0,0.5,,0.0,0.188,0.2,0.2,0.5,0.143,0.368,0.261,0.143,,0.0,0.176,0.13,0.5
우타,1.0,0.5,0.273,0.5,0.0,0.333,0.333,0.242,0.238,0.167,0.2,0.5,0.265,0.25,0.0,0.133,0.208,0.385,0.182,0.0,0.111,0.0,0.111,0.2,0.0
좌타,0.5,0.0,0.1,0.0,,0.167,0.143,0.19,0.176,0.25,0.2,0.294,0.324,0.174,0.25,0.4,0.296,0.346,0.357,0.222,0.0,0.0,0.143,0.182,0.0
결정구,0.5,0.111,0.071,0.167,0.0,0.375,0.182,0.179,0.211,0.0,0.273,0.5,0.333,0.15,0.5,0.071,0.194,0.391,0.286,0.111,0.059,0.0,0.133,0.1,0.0
카운트,0.667,0.056,0.267,0.244,0.0,0.217,0.172,0.266,0.155,0.444,0.167,0.402,0.313,0.152,0.125,0.263,0.481,0.389,0.452,0.437,0.095,0.0,0.067,0.356,0.25
패스트볼,0.5,0.25,0.066,0.166,0.0,0.625,0.114,0.125,0.31,0.125,0.143,0.444,0.635,0.114,0.0,0.143,0.202,0.2,0.432,0.143,0.0,0.0,0.0,0.667,0.0
